ProjectId,ProjectStatus,ProjectUserId,RoleTypeId
5a2922f3-f0b6-42f0-afbe-c5c0af6cd4bf,2,6abb1572-6038-4c74-b98b-39a6c471a183,913e4b53-e34b-4fb5-ac4e-8fea4b73be6f
5a2922f3-f0b6-42f0-afbe-c5c0af6cd4bf,2,b927a379-2293-44ad-a71a-b5e6dd804c34,913e4b53-e34b-4fb5-ac4e-8fea4b73be6f
5a2922f3-f0b6-42f0-afbe-c5c0af6cd4bf,2,f7aae502-3378-4f0b-a636-904269ac5b2f,913e4b53-e34b-4fb5-ac4e-8fea4b73be6f
5a2922f3-f0b6-42f0-afbe-c5c0af6cd4bf,2,33f6400b-c79b-48c3-a71d-901c75fdca42,913e4b53-e34b-4fb5-ac4e-8fea4b73be6f
5a2922f3-f0b6-42f0-afbe-c5c0af6cd4bf,2,318aa8a3-3c89-43f5-88e0-fce0cbd466f4,913e4b53-e34b-4fb5-ac4e-8fea4b73be6f
4c39f72c-f103-4ccf-96e9-16110b9a33a4,2,b927a379-2293-44ad-a71a-b5e6dd804c34,913e4b53-e34b-4fb5-ac4e-8fea4b73be6f
4c39f72c-f103-4ccf-96e9-16110b9a33a4,2,6abb1572-6038-4c74-b98b-39a6c471a183,913e4b53-e34b-4fb5-ac4e-8fea4b73be6f
4c39f72c-f103-4ccf-96e9-16110b9a33a4,2,f7aae502-3378-4f0b-a636-904269ac5b2f,cc12dd97-95e7-4f30-8f88-0fa1eb614093
4c39f72c-f103-4ccf-96e9-16110b9a33a4,2,33f6400b-c79b-48c3-a71d-901c75fdca42,913e4b53-e34b-4fb5-ac4e-8fea4b73be6f
4c39f72c-f103-4ccf-96e9-16110b9a33a4,2,318aa8a3-3c89-43f5-88e0-fce0cbd466f4,913e4b53-e34b-4fb5-ac4e-8fea4b73be6f
fa4c4c95-2c9b-441c-b640-3996541032fd,2,b927a379-2293-44ad-a71a-b5e6dd804c34,913e4b53-e34b-4fb5-ac4e-8fea4b73be6f
fa4c4c95-2c9b-441c-b640-3996541032fd,2,6abb1572-6038-4c74-b98b-39a6c471a183,913e4b53-e34b-4fb5-ac4e-8fea4b73be6f
fa4c4c95-2c9b-441c-b640-3996541032fd,2,f7aae502-3378-4f0b-a636-904269ac5b2f,cc12dd97-95e7-4f30-8f88-0fa1eb614093
fa4c4c95-2c9b-441c-b640-3996541032fd,2,33f6400b-c79b-48c3-a71d-901c75fdca42,913e4b53-e34b-4fb5-ac4e-8fea4b73be6f
fa4c4c95-2c9b-441c-b640-3996541032fd,2,318aa8a3-3c89-43f5-88e0-fce0cbd466f4,913e4b53-e34b-4fb5-ac4e-8fea4b73be6f
543d5956-018d-4469-a37e-5e25b552e3de,2,6abb1572-6038-4c74-b98b-39a6c471a183,913e4b53-e34b-4fb5-ac4e-8fea4b73be6f
543d5956-018d-4469-a37e-5e25b552e3de,2,b927a379-2293-44ad-a71a-b5e6dd804c34,913e4b53-e34b-4fb5-ac4e-8fea4b73be6f
543d5956-018d-4469-a37e-5e25b552e3de,2,f7aae502-3378-4f0b-a636-904269ac5b2f,cc12dd97-95e7-4f30-8f88-0fa1eb614093
543d5956-018d-4469-a37e-5e25b552e3de,2,33f6400b-c79b-48c3-a71d-901c75fdca42,913e4b53-e34b-4fb5-ac4e-8fea4b73be6f
543d5956-018d-4469-a37e-5e25b552e3de,2,318aa8a3-3c89-43f5-88e0-fce0cbd466f4,913e4b53-e34b-4fb5-ac4e-8fea4b73be6f
f0c1d696-e8f8-495a-bb3b-0c82ddecb9c2,2,6abb1572-6038-4c74-b98b-39a6c471a183,913e4b53-e34b-4fb5-ac4e-8fea4b73be6f
f0c1d696-e8f8-495a-bb3b-0c82ddecb9c2,2,b927a379-2293-44ad-a71a-b5e6dd804c34,913e4b53-e34b-4fb5-ac4e-8fea4b73be6f
f0c1d696-e8f8-495a-bb3b-0c82ddecb9c2,2,f7aae502-3378-4f0b-a636-904269ac5b2f,cc12dd97-95e7-4f30-8f88-0fa1eb614093
f0c1d696-e8f8-495a-bb3b-0c82ddecb9c2,2,33f6400b-c79b-48c3-a71d-901c75fdca42,913e4b53-e34b-4fb5-ac4e-8fea4b73be6f
f0c1d696-e8f8-495a-bb3b-0c82ddecb9c2,2,318aa8a3-3c89-43f5-88e0-fce0cbd466f4,913e4b53-e34b-4fb5-ac4e-8fea4b73be6f
d5c9eb6d-be85-4ab6-9823-2888f84ddac3,2,b927a379-2293-44ad-a71a-b5e6dd804c34,913e4b53-e34b-4fb5-ac4e-8fea4b73be6f
d5c9eb6d-be85-4ab6-9823-2888f84ddac3,2,6abb1572-6038-4c74-b98b-39a6c471a183,913e4b53-e34b-4fb5-ac4e-8fea4b73be6f
d5c9eb6d-be85-4ab6-9823-2888f84ddac3,2,f7aae502-3378-4f0b-a636-904269ac5b2f,cc12dd97-95e7-4f30-8f88-0fa1eb614093
d5c9eb6d-be85-4ab6-9823-2888f84ddac3,2,33f6400b-c79b-48c3-a71d-901c75fdca42,913e4b53-e34b-4fb5-ac4e-8fea4b73be6f
d5c9eb6d-be85-4ab6-9823-2888f84ddac3,2,318aa8a3-3c89-43f5-88e0-fce0cbd466f4,913e4b53-e34b-4fb5-ac4e-8fea4b73be6f
16f16170-1121-4d01-a058-0f7c45c862f6,2,b927a379-2293-44ad-a71a-b5e6dd804c34,913e4b53-e34b-4fb5-ac4e-8fea4b73be6f
16f16170-1121-4d01-a058-0f7c45c862f6,2,6abb1572-6038-4c74-b98b-39a6c471a183,913e4b53-e34b-4fb5-ac4e-8fea4b73be6f
16f16170-1121-4d01-a058-0f7c45c862f6,2,f7aae502-3378-4f0b-a636-904269ac5b2f,cc12dd97-95e7-4f30-8f88-0fa1eb614093
16f16170-1121-4d01-a058-0f7c45c862f6,2,33f6400b-c79b-48c3-a71d-901c75fdca42,913e4b53-e34b-4fb5-ac4e-8fea4b73be6f
16f16170-1121-4d01-a058-0f7c45c862f6,2,318aa8a3-3c89-43f5-88e0-fce0cbd466f4,913e4b53-e34b-4fb5-ac4e-8fea4b73be6f
e5def3ea-35dc-4a8d-97c8-7849f5698b36,2,b927a379-2293-44ad-a71a-b5e6dd804c34,913e4b53-e34b-4fb5-ac4e-8fea4b73be6f
e5def3ea-35dc-4a8d-97c8-7849f5698b36,2,6abb1572-6038-4c74-b98b-39a6c471a183,913e4b53-e34b-4fb5-ac4e-8fea4b73be6f
e5def3ea-35dc-4a8d-97c8-7849f5698b36,2,f7aae502-3378-4f0b-a636-904269ac5b2f,913e4b53-e34b-4fb5-ac4e-8fea4b73be6f
e5def3ea-35dc-4a8d-97c8-7849f5698b36,2,33f6400b-c79b-48c3-a71d-901c75fdca42,913e4b53-e34b-4fb5-ac4e-8fea4b73be6f
e5def3ea-35dc-4a8d-97c8-7849f5698b36,2,318aa8a3-3c89-43f5-88e0-fce0cbd466f4,913e4b53-e34b-4fb5-ac4e-8fea4b73be6f
0211c035-c041-4509-9481-a90ba43320bb,2,6abb1572-6038-4c74-b98b-39a6c471a183,913e4b53-e34b-4fb5-ac4e-8fea4b73be6f
0211c035-c041-4509-9481-a90ba43320bb,2,b927a379-2293-44ad-a71a-b5e6dd804c34,913e4b53-e34b-4fb5-ac4e-8fea4b73be6f
0211c035-c041-4509-9481-a90ba43320bb,2,f7aae502-3378-4f0b-a636-904269ac5b2f,cc12dd97-95e7-4f30-8f88-0fa1eb614093
0211c035-c041-4509-9481-a90ba43320bb,2,33f6400b-c79b-48c3-a71d-901c75fdca42,913e4b53-e34b-4fb5-ac4e-8fea4b73be6f
0211c035-c041-4509-9481-a90ba43320bb,2,318aa8a3-3c89-43f5-88e0-fce0cbd466f4,913e4b53-e34b-4fb5-ac4e-8fea4b73be6f
becd4af6-2f42-423e-a259-a00675cebccd,2,b927a379-2293-44ad-a71a-b5e6dd804c34,913e4b53-e34b-4fb5-ac4e-8fea4b73be6f
becd4af6-2f42-423e-a259-a00675cebccd,2,6abb1572-6038-4c74-b98b-39a6c471a183,913e4b53-e34b-4fb5-ac4e-8fea4b73be6f
becd4af6-2f42-423e-a259-a00675cebccd,2,f7aae502-3378-4f0b-a636-904269ac5b2f,cc12dd97-95e7-4f30-8f88-0fa1eb614093
becd4af6-2f42-423e-a259-a00675cebccd,2,33f6400b-c79b-48c3-a71d-901c75fdca42,913e4b53-e34b-4fb5-ac4e-8fea4b73be6f
becd4af6-2f42-423e-a259-a00675cebccd,2,318aa8a3-3c89-43f5-88e0-fce0cbd466f4,913e4b53-e34b-4fb5-ac4e-8fea4b73be6f
4720d346-7ad5-4886-b043-a2411d683a64,2,b927a379-2293-44ad-a71a-b5e6dd804c34,913e4b53-e34b-4fb5-ac4e-8fea4b73be6f
4720d346-7ad5-4886-b043-a2411d683a64,2,6abb1572-6038-4c74-b98b-39a6c471a183,913e4b53-e34b-4fb5-ac4e-8fea4b73be6f
4720d346-7ad5-4886-b043-a2411d683a64,2,f7aae502-3378-4f0b-a636-904269ac5b2f,cc12dd97-95e7-4f30-8f88-0fa1eb614093
4720d346-7ad5-4886-b043-a2411d683a64,2,33f6400b-c79b-48c3-a71d-901c75fdca42,913e4b53-e34b-4fb5-ac4e-8fea4b73be6f
4720d346-7ad5-4886-b043-a2411d683a64,2,318aa8a3-3c89-43f5-88e0-fce0cbd466f4,913e4b53-e34b-4fb5-ac4e-8fea4b73be6f
5588d99b-de40-4882-9584-af99fe8d7abc,1,b927a379-2293-44ad-a71a-b5e6dd804c34,913e4b53-e34b-4fb5-ac4e-8fea4b73be6f
5588d99b-de40-4882-9584-af99fe8d7abc,1,6abb1572-6038-4c74-b98b-39a6c471a183,913e4b53-e34b-4fb5-ac4e-8fea4b73be6f
5588d99b-de40-4882-9584-af99fe8d7abc,1,f7aae502-3378-4f0b-a636-904269ac5b2f,9e53b96e-58c3-42d0-bd41-4770c9355910
5588d99b-de40-4882-9584-af99fe8d7abc,1,318aa8a3-3c89-43f5-88e0-fce0cbd466f4,913e4b53-e34b-4fb5-ac4e-8fea4b73be6f
5588d99b-de40-4882-9584-af99fe8d7abc,1,51ec126a-abcb-4a7b-a08b-1e7fa624fe73,ff7e0b47-e6ae-43e2-a6f1-4e6fdbaf4497
5588d99b-de40-4882-9584-af99fe8d7abc,1,dddf847f-4967-4df2-8b61-76b02d29db23,913e4b53-e34b-4fb5-ac4e-8fea4b73be6f
5588d99b-de40-4882-9584-af99fe8d7abc,1,e02d1851-77be-496b-bf3e-1d33be793e9c,73cb25d5-51c0-45c6-b512-0093b9a689e7
5588d99b-de40-4882-9584-af99fe8d7abc,1,d591d318-cc2a-478c-87a9-d13521d2bbf6,cc12dd97-95e7-4f30-8f88-0fa1eb614093
5588d99b-de40-4882-9584-af99fe8d7abc,1,f499258a-d33d-4278-beb5-f0ff44ccc905,913e4b53-e34b-4fb5-ac4e-8fea4b73be6f
5588d99b-de40-4882-9584-af99fe8d7abc,1,77c2d288-2b65-42e5-a489-baab0cbd189f,464ffa36-4e42-4eaa-a357-3d5ecf3d1256
5588d99b-de40-4882-9584-af99fe8d7abc,1,a4f8d3a1-ea2a-415e-a4cd-12504916ca86,8bf6a3ec-cd49-4ebc-8170-0c9b07c034a3
5588d99b-de40-4882-9584-af99fe8d7abc,1,ae7ab130-009e-4911-9748-900fe898334d,ff7e0b47-e6ae-43e2-a6f1-4e6fdbaf4497
5588d99b-de40-4882-9584-af99fe8d7abc,1,535232f3-b8b9-4186-a2d8-ee9bd30af012,d62b4fa3-381b-4953-948d-143f3d8ea9e7
5588d99b-de40-4882-9584-af99fe8d7abc,1,69d15250-4737-4e4a-8d16-d50057fd56e0,216a3e29-d34d-4ea8-8549-dd6b5e9b30be
5588d99b-de40-4882-9584-af99fe8d7abc,1,dbf04494-8341-4d26-ab32-f4784feced21,30e7f88f-363a-47a1-96d8-2de735550f7a
5588d99b-de40-4882-9584-af99fe8d7abc,1,d377fd00-fae7-4fe1-9b4c-e80e396a57db,6249ca85-13ef-44d7-8d45-6708f927fcef
8c9e37ec-5cf8-4062-814a-be3179bb89bb,2,6abb1572-6038-4c74-b98b-39a6c471a183,913e4b53-e34b-4fb5-ac4e-8fea4b73be6f
8c9e37ec-5cf8-4062-814a-be3179bb89bb,2,b927a379-2293-44ad-a71a-b5e6dd804c34,913e4b53-e34b-4fb5-ac4e-8fea4b73be6f
8c9e37ec-5cf8-4062-814a-be3179bb89bb,2,f7aae502-3378-4f0b-a636-904269ac5b2f,9e53b96e-58c3-42d0-bd41-4770c9355910
8c9e37ec-5cf8-4062-814a-be3179bb89bb,2,33f6400b-c79b-48c3-a71d-901c75fdca42,9e53b96e-58c3-42d0-bd41-4770c9355910
8c9e37ec-5cf8-4062-814a-be3179bb89bb,2,318aa8a3-3c89-43f5-88e0-fce0cbd466f4,913e4b53-e34b-4fb5-ac4e-8fea4b73be6f
8c9e37ec-5cf8-4062-814a-be3179bb89bb,2,f499258a-d33d-4278-beb5-f0ff44ccc905,913e4b53-e34b-4fb5-ac4e-8fea4b73be6f
8c9e37ec-5cf8-4062-814a-be3179bb89bb,2,77c2d288-2b65-42e5-a489-baab0cbd189f,464ffa36-4e42-4eaa-a357-3d5ecf3d1256
8c9e37ec-5cf8-4062-814a-be3179bb89bb,2,e02d1851-77be-496b-bf3e-1d33be793e9c,73cb25d5-51c0-45c6-b512-0093b9a689e7
8c9e37ec-5cf8-4062-814a-be3179bb89bb,2,535232f3-b8b9-4186-a2d8-ee9bd30af012,d62b4fa3-381b-4953-948d-143f3d8ea9e7
8c9e37ec-5cf8-4062-814a-be3179bb89bb,2,69d15250-4737-4e4a-8d16-d50057fd56e0,216a3e29-d34d-4ea8-8549-dd6b5e9b30be
8c9e37ec-5cf8-4062-814a-be3179bb89bb,2,dbf04494-8341-4d26-ab32-f4784feced21,30e7f88f-363a-47a1-96d8-2de735550f7a
8c9e37ec-5cf8-4062-814a-be3179bb89bb,2,d377fd00-fae7-4fe1-9b4c-e80e396a57db,6249ca85-13ef-44d7-8d45-6708f927fcef
8c9e37ec-5cf8-4062-814a-be3179bb89bb,2,d591d318-cc2a-478c-87a9-d13521d2bbf6,cc12dd97-95e7-4f30-8f88-0fa1eb614093
8c9e37ec-5cf8-4062-814a-be3179bb89bb,2,ae7ab130-009e-4911-9748-900fe898334d,913e4b53-e34b-4fb5-ac4e-8fea4b73be6f
8c9e37ec-5cf8-4062-814a-be3179bb89bb,2,a4f8d3a1-ea2a-415e-a4cd-12504916ca86,8bf6a3ec-cd49-4ebc-8170-0c9b07c034a3
8c9e37ec-5cf8-4062-814a-be3179bb89bb,2,684d5801-ac0e-4fea-b8eb-5dfd8d8730a5,8bf6a3ec-cd49-4ebc-8170-0c9b07c034a3
041fb979-4cbd-4309-a93f-a65f6a28b710,2,6abb1572-6038-4c74-b98b-39a6c471a183,913e4b53-e34b-4fb5-ac4e-8fea4b73be6f
041fb979-4cbd-4309-a93f-a65f6a28b710,2,b927a379-2293-44ad-a71a-b5e6dd804c34,913e4b53-e34b-4fb5-ac4e-8fea4b73be6f
041fb979-4cbd-4309-a93f-a65f6a28b710,2,f7aae502-3378-4f0b-a636-904269ac5b2f,913e4b53-e34b-4fb5-ac4e-8fea4b73be6f
041fb979-4cbd-4309-a93f-a65f6a28b710,2,33f6400b-c79b-48c3-a71d-901c75fdca42,913e4b53-e34b-4fb5-ac4e-8fea4b73be6f
041fb979-4cbd-4309-a93f-a65f6a28b710,2,318aa8a3-3c89-43f5-88e0-fce0cbd466f4,913e4b53-e34b-4fb5-ac4e-8fea4b73be6f
1b2bd318-dc5a-4991-9caf-70ea8aac3d9a,2,b927a379-2293-44ad-a71a-b5e6dd804c34,913e4b53-e34b-4fb5-ac4e-8fea4b73be6f
1b2bd318-dc5a-4991-9caf-70ea8aac3d9a,2,6abb1572-6038-4c74-b98b-39a6c471a183,913e4b53-e34b-4fb5-ac4e-8fea4b73be6f
1b2bd318-dc5a-4991-9caf-70ea8aac3d9a,2,f7aae502-3378-4f0b-a636-904269ac5b2f,cc12dd97-95e7-4f30-8f88-0fa1eb614093
1b2bd318-dc5a-4991-9caf-70ea8aac3d9a,2,33f6400b-c79b-48c3-a71d-901c75fdca42,913e4b53-e34b-4fb5-ac4e-8fea4b73be6f
1b2bd318-dc5a-4991-9caf-70ea8aac3d9a,2,318aa8a3-3c89-43f5-88e0-fce0cbd466f4,913e4b53-e34b-4fb5-ac4e-8fea4b73be6f
50a99c19-5d59-4354-9d54-f0f217bb4d9f,2,6abb1572-6038-4c74-b98b-39a6c471a183,913e4b53-e34b-4fb5-ac4e-8fea4b73be6f
50a99c19-5d59-4354-9d54-f0f217bb4d9f,2,b927a379-2293-44ad-a71a-b5e6dd804c34,913e4b53-e34b-4fb5-ac4e-8fea4b73be6f
50a99c19-5d59-4354-9d54-f0f217bb4d9f,2,f7aae502-3378-4f0b-a636-904269ac5b2f,cc12dd97-95e7-4f30-8f88-0fa1eb614093
50a99c19-5d59-4354-9d54-f0f217bb4d9f,2,33f6400b-c79b-48c3-a71d-901c75fdca42,913e4b53-e34b-4fb5-ac4e-8fea4b73be6f
50a99c19-5d59-4354-9d54-f0f217bb4d9f,2,318aa8a3-3c89-43f5-88e0-fce0cbd466f4,913e4b53-e34b-4fb5-ac4e-8fea4b73be6f
fa974edf-1e2e-422a-88de-4feb80198407,2,b927a379-2293-44ad-a71a-b5e6dd804c34,913e4b53-e34b-4fb5-ac4e-8fea4b73be6f
fa974edf-1e2e-422a-88de-4feb80198407,2,6abb1572-6038-4c74-b98b-39a6c471a183,913e4b53-e34b-4fb5-ac4e-8fea4b73be6f
fa974edf-1e2e-422a-88de-4feb80198407,2,f7aae502-3378-4f0b-a636-904269ac5b2f,cc12dd97-95e7-4f30-8f88-0fa1eb614093
fa974edf-1e2e-422a-88de-4feb80198407,2,33f6400b-c79b-48c3-a71d-901c75fdca42,913e4b53-e34b-4fb5-ac4e-8fea4b73be6f
fa974edf-1e2e-422a-88de-4feb80198407,2,318aa8a3-3c89-43f5-88e0-fce0cbd466f4,913e4b53-e34b-4fb5-ac4e-8fea4b73be6f
9b66ea63-b751-497b-8b6a-fc96a1550ea3,2,6abb1572-6038-4c74-b98b-39a6c471a183,913e4b53-e34b-4fb5-ac4e-8fea4b73be6f
9b66ea63-b751-497b-8b6a-fc96a1550ea3,2,b927a379-2293-44ad-a71a-b5e6dd804c34,913e4b53-e34b-4fb5-ac4e-8fea4b73be6f
9b66ea63-b751-497b-8b6a-fc96a1550ea3,2,f7aae502-3378-4f0b-a636-904269ac5b2f,cc12dd97-95e7-4f30-8f88-0fa1eb614093
9b66ea63-b751-497b-8b6a-fc96a1550ea3,2,33f6400b-c79b-48c3-a71d-901c75fdca42,913e4b53-e34b-4fb5-ac4e-8fea4b73be6f
9b66ea63-b751-497b-8b6a-fc96a1550ea3,2,318aa8a3-3c89-43f5-88e0-fce0cbd466f4,913e4b53-e34b-4fb5-ac4e-8fea4b73be6f
3518659e-0917-4c82-8810-dc88a4ec5472,2,6abb1572-6038-4c74-b98b-39a6c471a183,913e4b53-e34b-4fb5-ac4e-8fea4b73be6f
3518659e-0917-4c82-8810-dc88a4ec5472,2,b927a379-2293-44ad-a71a-b5e6dd804c34,913e4b53-e34b-4fb5-ac4e-8fea4b73be6f
3518659e-0917-4c82-8810-dc88a4ec5472,2,f7aae502-3378-4f0b-a636-904269ac5b2f,913e4b53-e34b-4fb5-ac4e-8fea4b73be6f
3518659e-0917-4c82-8810-dc88a4ec5472,2,33f6400b-c79b-48c3-a71d-901c75fdca42,913e4b53-e34b-4fb5-ac4e-8fea4b73be6f
3518659e-0917-4c82-8810-dc88a4ec5472,2,318aa8a3-3c89-43f5-88e0-fce0cbd466f4,913e4b53-e34b-4fb5-ac4e-8fea4b73be6f
3518659e-0917-4c82-8810-dc88a4ec5472,2,f499258a-d33d-4278-beb5-f0ff44ccc905,913e4b53-e34b-4fb5-ac4e-8fea4b73be6f
3518659e-0917-4c82-8810-dc88a4ec5472,2,77c2d288-2b65-42e5-a489-baab0cbd189f,464ffa36-4e42-4eaa-a357-3d5ecf3d1256
13dd3f61-0944-478b-b448-aee7cf0127a6,2,6abb1572-6038-4c74-b98b-39a6c471a183,913e4b53-e34b-4fb5-ac4e-8fea4b73be6f
13dd3f61-0944-478b-b448-aee7cf0127a6,2,b927a379-2293-44ad-a71a-b5e6dd804c34,913e4b53-e34b-4fb5-ac4e-8fea4b73be6f
13dd3f61-0944-478b-b448-aee7cf0127a6,2,f7aae502-3378-4f0b-a636-904269ac5b2f,cc12dd97-95e7-4f30-8f88-0fa1eb614093
13dd3f61-0944-478b-b448-aee7cf0127a6,2,33f6400b-c79b-48c3-a71d-901c75fdca42,913e4b53-e34b-4fb5-ac4e-8fea4b73be6f
13dd3f61-0944-478b-b448-aee7cf0127a6,2,318aa8a3-3c89-43f5-88e0-fce0cbd466f4,913e4b53-e34b-4fb5-ac4e-8fea4b73be6f
8b319f77-d4f1-4e85-a22b-1d22b6aa074d,2,b927a379-2293-44ad-a71a-b5e6dd804c34,913e4b53-e34b-4fb5-ac4e-8fea4b73be6f
8b319f77-d4f1-4e85-a22b-1d22b6aa074d,2,6abb1572-6038-4c74-b98b-39a6c471a183,913e4b53-e34b-4fb5-ac4e-8fea4b73be6f
8b319f77-d4f1-4e85-a22b-1d22b6aa074d,2,f7aae502-3378-4f0b-a636-904269ac5b2f,cc12dd97-95e7-4f30-8f88-0fa1eb614093
8b319f77-d4f1-4e85-a22b-1d22b6aa074d,2,33f6400b-c79b-48c3-a71d-901c75fdca42,913e4b53-e34b-4fb5-ac4e-8fea4b73be6f
8b319f77-d4f1-4e85-a22b-1d22b6aa074d,2,318aa8a3-3c89-43f5-88e0-fce0cbd466f4,913e4b53-e34b-4fb5-ac4e-8fea4b73be6f
cd7dd6c6-db3a-4697-ad44-9e0d6d718778,2,b927a379-2293-44ad-a71a-b5e6dd804c34,913e4b53-e34b-4fb5-ac4e-8fea4b73be6f
cd7dd6c6-db3a-4697-ad44-9e0d6d718778,2,6abb1572-6038-4c74-b98b-39a6c471a183,913e4b53-e34b-4fb5-ac4e-8fea4b73be6f
cd7dd6c6-db3a-4697-ad44-9e0d6d718778,2,f7aae502-3378-4f0b-a636-904269ac5b2f,cc12dd97-95e7-4f30-8f88-0fa1eb614093
cd7dd6c6-db3a-4697-ad44-9e0d6d718778,2,33f6400b-c79b-48c3-a71d-901c75fdca42,913e4b53-e34b-4fb5-ac4e-8fea4b73be6f
cd7dd6c6-db3a-4697-ad44-9e0d6d718778,2,318aa8a3-3c89-43f5-88e0-fce0cbd466f4,913e4b53-e34b-4fb5-ac4e-8fea4b73be6f
252066a8-e74d-4e36-ad5d-0bf67dbf15f0,2,6abb1572-6038-4c74-b98b-39a6c471a183,913e4b53-e34b-4fb5-ac4e-8fea4b73be6f
252066a8-e74d-4e36-ad5d-0bf67dbf15f0,2,b927a379-2293-44ad-a71a-b5e6dd804c34,913e4b53-e34b-4fb5-ac4e-8fea4b73be6f
252066a8-e74d-4e36-ad5d-0bf67dbf15f0,2,f7aae502-3378-4f0b-a636-904269ac5b2f,cc12dd97-95e7-4f30-8f88-0fa1eb614093
252066a8-e74d-4e36-ad5d-0bf67dbf15f0,2,33f6400b-c79b-48c3-a71d-901c75fdca42,913e4b53-e34b-4fb5-ac4e-8fea4b73be6f
252066a8-e74d-4e36-ad5d-0bf67dbf15f0,2,318aa8a3-3c89-43f5-88e0-fce0cbd466f4,913e4b53-e34b-4fb5-ac4e-8fea4b73be6f
d4cc7d17-c2a5-4725-82a8-3c1af6c2358c,2,6abb1572-6038-4c74-b98b-39a6c471a183,913e4b53-e34b-4fb5-ac4e-8fea4b73be6f
d4cc7d17-c2a5-4725-82a8-3c1af6c2358c,2,b927a379-2293-44ad-a71a-b5e6dd804c34,913e4b53-e34b-4fb5-ac4e-8fea4b73be6f
d4cc7d17-c2a5-4725-82a8-3c1af6c2358c,2,f7aae502-3378-4f0b-a636-904269ac5b2f,cc12dd97-95e7-4f30-8f88-0fa1eb614093
